#OTU ID	J401	J402	J403	J404	J405	J406	J407	J408	J409	J410	J411	J412	J413	J414	J415	J416	J417	J418	J419	J420	J421	J422	J423	J424	J425	J426	J427	J428	J429	J430	J431	J432	J433	J434	J435	J436	J437	J438	J439	J440	J441	J442
denovo53886	28	0	2	0	1	18	0	2	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
denovo53976	1	2	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	4	1	0	0	3	1	0	0	1	2	0	0	2	0	0	0	0	0
denovo54042	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	1	0	0	0	0
denovo54155	0	3	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
denovo54163	0	5	1	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	1	2	2	0	0	0	0	0	2	1	1	2	0	0	0	0	0	3	0
denovo54205	1	0	1	0	0	0	1	5	2	1	5	0	3	1	0	5	0	2	1	4	0	3	0	0	1	4	0	0	0	0	0	2	1	1	0	3	0	3	0	0	0	0
denovo54339	0	0	0	1	0	4	0	0	2	1	2	0	0	0	1	2	3	2	0	1	1	0	5	2	0	0	3	0	0	1	1	1	0	7	1	0	4	0	0	0	1	0
denovo54344	0	0	2	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	1
denovo54345	0	0	0	0	0	1	0	0	0	0	0	2	1	0	4	0	0	0	0	2	0	0	0	2	0	3	1	0	0	1	3	0	0	0	2	0	0	0	2	0	2	0
denovo54372	4	0	0	0	5	10	0	0	0	2	0	2	3	2	2	0	2	4	2	1	11	3	0	12	11	2	22	2	11	1	0	0	2	12	12	4	0	4	2	4	0	5
denovo54383	0	10	0	0	1	2	1	0	0	0	2	0	1	5	5	0	0	0	1	2	0	1	0	0	3	0	5	4	0	1	4	0	0	0	0	3	0	2	1	0	0	1
denovo54543	0	1	2	0	0	2	4	0	0	0	3	2	2	1	2	0	0	0	0	0	1	0	1	0	3	0	0	0	2	1	4	4	0	0	1	1	4	3	0	1	0	4
denovo54549	3	0	0	0	3	3	1	0	0	0	2	4	0	0	4	1	0	0	6	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	1	0
denovo54556	1	3	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	2	1	0	1	1	0	0	0	0	3	0	1	0	0	0	1
denovo54597	4	3	1	2	5	4	2	1	13	16	0	7	4	2	5	3	0	3	5	0	6	5	7	21	7	0	14	10	9	12	3	4	0	8	3	3	1	1	6	4	0	11
denovo54607	8	1	0	2	1	3	3	1	2	1	1	2	1	1	0	2	2	1	0	2	0	1	1	0	4	4	4	3	1	2	1	4	3	2	0	3	5	1	2	1	1	1
denovo54661	2	0	0	6	0	1	0	0	0	0	0	0	4	0	0	0	0	29	1	0	0	0	0	0	12	0	0	0	0	3	1	1	0	0	0	2	2	0	0	0	0	0
denovo54702	0	1	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	2	3	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
denovo54709	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	4	0	1	0	2	0	1	3	0	0	1	2	0	2	0
denovo54769	1	0	3	3	2	1	1	0	0	1	0	2	0	0	1	1	1	0	1	3	4	0	0	1	0	5	1	0	0	0	0	0	5	7	0	2	2	0	1	4	0	2
denovo54776	0	2	8	6	0	0	0	4	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0
denovo54890	0	0	0	0	1	0	2	0	2	0	0	2	0	0	2	2	0	2	2	0	0	2	0	0	2	0	0	2	0	2	0	1	0	3	0	0	0	0	0	0	0	3
denovo54921	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	2	4	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	2
denovo54926	0	0	2	0	0	0	1	0	1	0	0	1	3	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0
denovo54933	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	5	0	0	1	0	0	0	1	1	0	1
denovo54950	0	3	0	0	1	0	0	15	1	0	0	2	0	8	4	2	0	3	5	13	1	0	6	0	0	2	6	6	4	3	0	2	1	0	9	2	2	1	3	6	4	5
denovo55015	0	0	0	2	7	0	0	0	0	0	0	1	4	0	0	0	0	3	5	2	2	2	11	6	1	0	2	2	1	0	0	3	0	2	0	1	1	1	0	2	3	0
denovo55076	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	4	0	0	0	0	3	0	5	2	0	7	1	0	0	0	0	0	1	2	2	0	0	0	4	5	0	0
denovo55101	1	0	0	1	1	0	2	2	0	0	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
denovo55110	0	0	0	0	1	9	1	4	0	2	1	0	0	0	2	3	1	0	5	3	1	2	0	6	0	5	4	2	0	0	0	0	0	2	0	0	3	0	0	2	2	0
denovo55117	3	1	0	7	0	0	0	1	0	0	3	1	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
denovo55177	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	3	0	0	0	1	0	2	1	0	0	2	0	0	3	0
denovo55207	18	43	0	0	48	2	21	6	30	1	5	54	41	6	11	0	14	41	19	38	14	44	46	44	14	10	9	54	33	19	11	56	32	22	6	2	10	11	13	18	23	33
denovo55211	0	0	6	0	4	0	0	0	0	1	1	0	0	0	0	0	3	15	0	3	2	3	0	6	2	11	2	1	0	0	8	0	4	3	0	2	0	0	0	1	7	3
denovo55226	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
denovo55254	8	16	0	0	15	0	11	2	12	0	4	35	28	29	10	6	4	32	24	7	8	9	23	18	17	17	6	12	22	12	0	48	24	11	6	3	5	6	3	23	24	5
denovo55368	1	0	0	1	2	3	2	2	2	0	0	0	0	0	1	1	0	0	0	0	0	0	4	1	4	2	1	0	3	1	1	0	0	9	1	0	2	0	0	0	0	0
denovo55421	0	0	1	0	3	0	0	0	0	1	0	4	0	1	0	4	0	1	0	0	0	0	1	0	0	1	1	2	0	2	1	0	0	0	1	3	0	0	0	0	0	0
denovo55427	4	5	1	4	3	2	5	0	19	1	1	2	11	5	1	0	0	2	2	0	1	1	4	3	5	0	5	3	7	4	3	0	1	3	2	2	3	0	4	3	3	1
denovo55488	1	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	1	0	1	1	0	2	0	0	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
denovo55501	0	1	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	2	3	9	0	1	2	0	1	0	0	0	0	0	2	1	3	1	0	0	0
denovo55545	0	2	4	3	0	0	1	0	0	3	1	2	2	1	0	4	0	1	0	0	0	1	0	1	1	1	0	2	2	1	0	0	0	0	1	0	2	3	0	0	0	1
denovo55552	3	0	1	0	0	0	2	2	0	1	1	0	0	1	0	3	0	0	0	0	0	0	5	0	0	1	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0
denovo55554	0	0	0	2	0	1	0	0	3	0	0	0	0	0	2	0	1	0	0	0	4	0	1	0	1	0	2	0	3	0	0	0	1	3	0	2	0	0	0	0	2	0
denovo55597	184	21	1	2	23	3	84	15	129	36	2	1	22	0	97	79	1	39	28	47	18	19	36	28	6	0	148	16	39	255	30	39	76	5	0	1	4	401	1	9	29	237
denovo55602	0	1	2	2	1	0	0	0	7	0	0	0	0	3	2	0	0	0	0	4	0	0	0	2	0	2	2	0	0	0	0	0	1	0	2	0	0	1	5	0	0	6
denovo55686	2	0	0	0	1	0	1	0	0	6	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	1	1	1	0	0	0	0	1	0	0	0	0	0	7
denovo55728	0	13	0	1	3	0	7	0	0	0	0	3	15	0	1	0	0	12	1	1	0	3	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	8	0	0	0	2
denovo55752	1	0	4	0	0	0	1	1	0	0	1	0	0	1	1	3	0	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0
denovo55807	0	0	0	0	1	0	1	2	3	0	2	0	0	0	0	1	0	0	4	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
denovo55829	1	0	0	0	2	1	0	9	1	0	10	7	9	2	0	0	2	5	1	0	0	3	3	5	0	0	0	1	0	0	1	5	1	0	8	0	2	1	2	0	3	0
denovo55832	5	1	0	1	1	4	0	0	1	1	0	2	4	1	0	0	1	1	4	0	4	2	4	1	13	1	4	0	2	1	0	1	2	1	1	2	1	3	0	3	1	3
denovo55887	0	6	0	12	0	9	2	0	0	1	1	1	0	4	2	0	0	0	4	18	0	0	1	0	0	0	0	7	0	4	1	0	0	2	1	0	2	13	1	0	0	0
denovo55996	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	1	3	0	2	0	2	0	0	3	1	0	0	0	0	0	1	1	4	0	0	0	0	0	2
denovo56022	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	1	0	0	2	0	0
denovo56036	1	1	0	0	1	4	2	0	1	0	0	1	1	0	0	2	3	0	0	0	1	1	3	1	2	0	3	1	0	1	0	4	2	4	1	0	3	1	0	1	2	1
denovo56069	4	0	2	0	2	3	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	1	4	0	4	1	3	1	1	0	1	1	1	1	0	0	2	2	1	0	2	1
denovo56105	1	0	0	0	5	4	0	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	3
denovo56167	1	0	0	0	0	0	1	5	2	2	0	0	0	0	0	7	1	0	0	2	1	2	3	1	0	0	0	1	0	2	0	0	1	0	2	0	2	1	0	0	0	3
denovo56182	0	0	22	2	1	0	0	0	0	0	0	38	4	0	0	0	0	0	0	0	0	13	0	0	11	0	0	0	0	1	18	0	2	0	0	0	2	139	28	0	2	1
denovo56195	3	0	0	0	0	0	0	1	1	6	2	1	6	7	16	0	3	131	0	6	17	3	0	1	0	12	0	1	0	0	5	32	3	0	0	4	0	8	0	5	8	5
denovo56196	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	3	0	1	0	0	2	5	0	3	2	0	2	0	0	0	0	0	1	0	0	0	0	0	1
denovo56251	0	0	0	0	0	0	2	0	6	0	0	0	4	5	0	0	2	0	0	0	0	3	0	0	0	0	6	1	0	1	0	0	1	0	3	0	4	0	1	0	0	0
denovo56293	5	0	3	0	0	1	0	0	1	3	0	0	0	0	0	4	2	0	1	0	2	6	0	4	2	1	0	0	0	0	0	0	2	2	2	0	3	0	2	4	0	2
denovo56301	3	2	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	2	0	0	0	0	0	1	2	0	6	0	4	0	0	2	1
denovo56327	5	0	20	3	0	0	3	0	10	18	0	2	16	1	0	13	20	5	0	11	8	3	1	0	0	38	3	8	4	0	0	4	1	0	2	1	22	0	8	0	10	0
denovo56362	0	0	1	1	1	0	0	2	0	1	0	3	0	0	0	0	0	1	3	0	2	4	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
denovo56399	31	37	4	45	58	34	33	13	19	27	9	37	46	35	46	20	57	40	28	40	26	29	37	22	45	50	32	31	73	29	65	86	22	71	16	32	40	47	22	30	40	63
denovo56461	3	0	0	0	1	0	2	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	1	1	2	0	2	0	0	0	0	0	0	3	1	0
denovo56498	0	0	2	0	0	0	0	0	1	1	4	2	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0	2	1	1	0	0	1	0	0	0	0	0	0	1
denovo56524	2	5	9	30	3	7	5	2	5	1	1	3	0	47	3	1	0	0	15	4	1	9	0	0	37	0	1	2	2	7	56	6	11	4	0	22	1	22	2	0	29	1
denovo56557	0	0	1	1	0	1	5	0	0	2	0	0	0	0	0	1	0	2	1	0	2	3	0	0	1	1	1	0	0	0	0	0	2	2	0	0	0	0	3	3	0	0
denovo56581	0	2	0	5	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	2	0	0	0	0	0	1	4	6	1	1	1	0	0	4	1	0	0	0	0	0	2
denovo56585	7	6	2	6	3	3	3	3	11	8	6	4	4	6	8	2	6	2	13	4	6	3	6	4	9	6	5	12	2	4	2	1	3	11	3	5	2	11	1	0	7	4
denovo56599	1	3	0	1	0	1	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	1	0	0	0	0	0	0	3	0
denovo56615	0	1	0	0	2	2	0	2	2	0	0	0	1	1	0	0	1	1	1	3	3	0	2	3	2	0	0	0	3	2	2	1	2	0	2	1	0	3	0	0	0	4
denovo56634	0	19	0	0	0	4	1	0	0	0	1	2	4	2	4	0	0	1	4	5	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	4	0	0	1	1
denovo56661	1	0	0	1	2	3	0	0	0	0	1	5	0	1	2	3	9	0	0	0	2	3	1	1	3	1	3	0	4	0	1	0	0	0	0	0	3	0	6	0	0	13
denovo56671	0	0	1	0	0	0	2	0	3	0	0	0	2	2	0	0	0	0	0	2	1	2	2	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0
denovo56679	0	1	0	1	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	4	0	0
denovo56687	0	0	0	2	1	0	2	1	0	0	0	0	2	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	2	0	2	2	0	0	2	0	0	0	0	0
denovo56742	0	0	6	0	0	3	0	3	4	2	0	0	1	2	0	0	0	0	2	0	1	0	1	0	0	2	0	0	0	0	0	2	0	5	0	0	0	1	0	0	0	0
denovo56749	1	2	0	3	1	0	0	0	6	0	2	5	5	0	3	0	0	1	2	5	4	0	3	1	0	0	0	0	1	0	1	1	0	5	1	3	0	0	2	0	0	0
denovo56800	3	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	0	3	0	0	1	0	0
denovo56806	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	1	5	0	1	0	0	0	0	1	3	0	0	4	0	0	0	9
denovo56889	1	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	6	0	0	0	0	1	1
denovo56921	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	2	0	3	2	0	3	0	0	0	0
denovo56930	0	0	4	9	4	3	0	2	1	1	0	0	0	2	0	0	0	13	0	0	1	0	0	0	1	2	0	1	0	0	4	4	14	0	0	4	0	0	0	1	0	3
denovo56946	6	0	2	7	0	6	2	6	0	2	11	2	1	1	0	0	1	4	3	2	0	0	1	0	0	1	0	3	0	0	0	0	4	0	0	3	0	0	2	3	4	2
denovo56958	0	1	4	0	0	0	0	0	4	2	0	0	0	3	0	2	5	1	0	4	0	4	4	0	0	6	1	0	1	0	0	0	0	0	2	0	7	0	0	0	0	0
denovo56972	0	0	1	0	0	0	0	1	1	0	1	1	0	2	1	0	1	0	3	0	2	0	0	1	0	0	0	1	1	2	2	1	0	0	0	0	0	3	1	0	0	0
denovo57000	6	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	2	0	0	0	1	1	1	0	0	0	0	0	0	2	0	1	0	2	0	0	0
denovo57080	0	1	1	6	0	2	0	2	0	0	3	12	2	7	0	0	8	18	5	1	0	1	3	8	29	6	2	2	11	0	9	2	1	0	2	4	18	6	2	14	12	0
denovo57097	4	3	1	0	4	1	3	2	2	2	0	0	2	0	0	2	0	3	3	0	3	3	1	4	3	3	0	0	3	0	2	3	0	1	0	0	0	3	4	0	3	0
denovo57124	5	0	0	0	1	7	1	2	16	6	0	3	1	6	0	1	4	3	0	0	1	2	8	0	2	4	0	4	4	1	2	14	7	0	0	5	3	1	6	2	1	3
denovo57179	0	2	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
denovo57221	1	0	0	0	0	1	0	0	1	0	0	2	1	0	1	0	0	2	0	3	0	1	0	7	2	0	2	1	6	1	2	0	1	2	1	2	0	0	0	1	0	0
denovo57247	0	1	6	0	1	0	0	0	5	1	0	2	0	0	0	1	0	6	0	2	0	0	0	0	0	1	0	0	2	0	3	1	0	2	0	1	0	0	2	0	7	0
denovo57251	186	147	39	308	54	246	76	31	280	164	48	242	167	286	299	22	136	174	230	105	141	118	192	652	99	112	489	215	287	175	94	173	41	284	383	28	93	47	81	267	165	348
denovo57267	0	0	0	0	1	5	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	2	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0
denovo57311	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	3	0	1	0	0	1	1	4	2	0	0	5	0
denovo57370	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	2	0	1	0	1	1	0	2	3	1	0	0	0	0	0	0	2	0
denovo57372	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	1	1	2	0	1	0	0	1	1	0	1	2	1	1	1	1	0	1	0	0
denovo57416	7	1	1	3	3	7	4	2	5	0	0	3	3	1	0	1	3	1	1	1	0	1	3	1	14	5	1	1	3	1	2	1	4	4	2	1	3	0	1	1	3	2
denovo57455	1	0	4	0	0	1	2	0	3	0	0	0	1	1	0	0	2	0	0	1	0	5	7	0	0	0	0	4	2	1	0	1	1	0	1	0	1	0	0	0	0	0
denovo57500	3	2	3	0	1	1	0	2	0	0	1	1	0	4	1	1	1	0	2	10	0	2	1	2	0	2	3	4	8	0	1	0	0	4	12	3	3	2	0	0	4	3
denovo57515	99	42	213	151	29	49	109	80	40	60	36	15	39	59	39	89	79	132	75	101	447	33	13	22	117	91	52	70	7	94	114	187	255	45	94	63	24	23	106	579	25	77
denovo57536	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	2	2	1	1	0	0	3	1	0	0	3	0	2	3	0	1	1	0	0	0	5	2	0
denovo57562	2	0	2	0	2	1	0	1	2	0	0	0	2	2	2	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	2	1	1	0	1	0	3
denovo57607	1	0	4	0	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	2	1	5	0	0	0	10	0	2	0	2	1	0	0	0	2	5	0	0	3
denovo57631	2	3	1	2	5	5	0	0	4	0	0	1	4	1	0	0	0	5	1	4	4	6	0	11	5	4	2	2	1	0	3	2	1	9	0	0	0	2	0	0	0	5
denovo57658	0	0	0	0	5	2	2	0	1	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
denovo57718	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0	1	0	0	2	2	0	0	3	0	0	0	0	1	1	0	0	1	0	1	0	0	0
denovo57736	4	0	1	2	0	0	3	0	0	2	0	0	0	1	0	1	0	2	0	0	0	1	2	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	1
denovo57759	7	4	0	0	4	2	4	1	4	1	1	4	4	0	5	0	2	3	1	1	0	3	2	9	0	7	6	2	1	5	1	2	5	0	12	3	1	1	3	1	6	5
denovo57779	2	3	1	3	2	2	0	0	2	0	1	13	2	0	5	0	0	0	2	2	1	3	3	6	2	0	5	0	4	0	5	2	2	6	2	5	2	1	11	0	2	3
denovo57783	0	4	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	1	0	1	0	1	3	0	0	1	0
denovo57788	2	2	2	14	0	10	11	9	0	6	23	2	1	3	0	2	0	0	0	1	0	0	0	1	2	2	0	3	0	3	1	1	7	0	0	1	5	1	0	14	1	0
denovo57828	11	0	0	4	0	16	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	0	1	2
denovo57837	4	0	3	0	0	0	1	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	3	1	1	0	0	0	3	0	0
denovo57853	10	2	1	1	0	1	2	2	8	0	7	0	3	3	3	2	0	7	8	2	3	1	1	1	3	9	5	0	0	4	1	0	2	0	0	3	1	1	0	0	0	2
denovo57854	3	0	2	0	2	3	0	0	2	1	1	0	0	0	0	0	1	1	1	0	0	1	4	0	1	1	2	1	0	1	0	1	0	2	0	0	2	0	1	0	1	0
denovo57857	0	0	1	2	0	1	1	0	0	1	0	1	0	0	2	0	0	1	0	0	0	1	2	1	2	0	4	0	0	0	0	0	1	1	0	3	0	0	0	0	2	0
denovo57870	1	0	7	3	0	6	2	5	2	2	2	0	2	0	0	1	0	0	3	1	1	1	1	0	1	3	1	0	1	0	1	0	1	5	0	3	1	1	1	2	0	2
denovo57909	2	2	2	3	0	0	2	5	0	0	2	1	1	1	0	2	0	1	4	0	0	0	2	0	0	2	0	1	0	3	6	0	1	0	1	1	2	0	2	5	2	1
denovo57914	3	0	1	4	3	0	0	1	0	0	1	0	0	1	1	0	1	0	0	4	1	0	2	0	0	0	0	1	0	1	1	0	1	2	1	0	0	0	1	0	1	1
denovo57923	0	7	0	7	0	1	0	6	2	0	2	1	0	0	0	0	1	1	2	0	0	4	0	0	0	0	0	1	1	0	0	5	11	0	1	1	4	0	0	0	0	0
denovo58020	1	1	0	0	0	4	0	0	2	0	0	0	3	3	0	0	1	1	0	0	1	1	0	3	0	1	4	0	3	0	1	0	0	2	0	0	0	0	0	1	0	1
denovo58066	2	0	2	3	0	0	2	3	0	2	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	0	1	0
denovo58132	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	5	2	1	0	1	0	0	0	0	1	0	1	0	0	2	0	1	0	0	1
denovo58146	0	25	0	2	0	9	1	0	2	0	0	8	3	1	9	0	0	0	13	9	0	1	0	0	0	0	0	2	0	0	5	0	0	0	0	0	2	12	0	0	2	5
denovo58155	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	5	1	0	0	0	1	0
denovo58189	0	1	1	0	1	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	1	0	1	2	3	0	2	0	6	1	0	0	0	3	0	0	0
denovo58196	1	0	1	1	1	3	0	0	2	0	0	0	0	1	2	1	1	1	2	2	0	1	1	1	1	4	2	0	1	0	0	1	1	2	2	1	5	1	1	2	0	0
denovo58202	0	2	0	1	4	0	0	0	0	0	3	1	0	6	3	1	0	3	1	0	2	3	0	1	1	4	1	3	2	6	2	2	4	2	5	0	0	0	1	0	10	2
denovo58234	1	0	1	0	2	0	0	1	0	1	0	0	0	1	4	0	2	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	8	1	1	0	0	0	1	0	0
denovo58269	0	56	14	0	0	15	14	1	0	3	0	80	0	2	0	0	1	1	5	5	0	0	0	0	2	0	1	2	7	10	3	15	0	0	11	0	0	3	0	3	0	1
denovo58284	3	2	15	15	1	112	8	37	0	4	0	0	14	2	15	0	1	0	3	2	6	4	7	0	26	0	21	7	15	4	8	4	19	29	1	0	0	9	32	0	1	26
denovo58286	0	0	0	0	2	0	0	0	0	1	0	1	5	3	0	0	0	3	1	0	0	3	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	2	0	0	0	1
denovo58307	1	0	0	0	1	0	0	0	5	0	1	0	0	0	2	2	1	0	1	0	0	0	2	2	6	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	1
denovo58324	0	0	0	0	0	0	0	0	7	4	0	0	2	1	0	0	3	0	0	0	0	2	0	3	0	3	1	1	0	0	0	0	3	0	1	0	1	0	0	0	0	1
denovo58326	0	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	5	0	5	0	0	0	0	0	0	2	0	0	0	0	0	1	1
denovo58330	1	0	2	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	5	1	2	0	0	0
denovo58356	6	0	4	1	0	1	5	0	3	10	0	1	1	5	0	1	21	1	0	3	13	3	7	0	0	8	5	1	6	2	0	0	7	0	5	2	7	0	2	9	1	0
denovo58382	4	2	0	3	2	4	0	6	2	0	2	1	1	6	5	1	0	2	4	6	1	2	2	0	2	1	3	3	0	0	0	0	0	3	2	7	6	3	2	2	3	4
denovo58386	0	3	3	1	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	3	1	0	3	0	0	0	3	0	0
denovo58417	1	0	0	0	1	0	0	0	0	2	0	0	1	3	2	0	2	0	0	1	0	1	0	6	0	0	2	2	1	0	0	0	0	5	3	0	0	0	0	0	0	0
denovo58421	0	3	0	0	0	1	1	0	0	0	0	3	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	1	1
denovo58442	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0	1	2
denovo58475	0	0	1	1	4	1	1	2	0	0	1	2	1	0	0	1	1	0	1	1	1	1	3	1	4	2	2	2	1	1	2	1	3	2	0	0	3	1	0	1	0	2
denovo58488	224	52	111	99	186	70	77	8	0	136	0	46	86	83	307	295	512	226	133	150	13	136	102	278	351	13	87	180	14	25	88	59	72	67	2	83	148	91	0	87	218	97
denovo58540	5	2	7	5	1	0	2	1	17	22	1	6	1	32	1	33	30	1	0	42	8	10	19	0	0	13	20	31	15	10	0	1	27	0	59	14	32	1	5	25	0	2
denovo58622	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	2	5	0	0	1	3	6	0	0	0	1	0	0	4	0	0	1	0	0	2	4	2
denovo58676	0	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	2	0	3	0	0	2	1	0	1	0	0	0	1	0	0	0	0	1	12	5	12	12	16	6	8	13
